library	sample	read1	read2	interleaved
MON0606	MON0606	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0606_S346_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0606_S346_R2_001.fastq.gz	
MON0608	MON0608	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0608_S347_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0608_S347_R2_001.fastq.gz	
MON0608_1	MON0608_1	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0608_1_S348_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0608_1_S348_R2_001.fastq.gz	
MON0609	MON0609	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0609_S349_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0609_S349_R2_001.fastq.gz	
MON0610	MON0610	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0610_S350_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0610_S350_R2_001.fastq.gz	
MON0611	MON0611	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0611_S351_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0611_S351_R2_001.fastq.gz	
MON0612	MON0612	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0612_S352_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0612_S352_R2_001.fastq.gz	
MON0613	MON0613	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0613_S353_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0613_S353_R2_001.fastq.gz	
MON0614	MON0614	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0614_S354_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0614_S354_R2_001.fastq.gz	
MON0615	MON0615	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0615_S355_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0615_S355_R2_001.fastq.gz	
MON0616	MON0616	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0616_S356_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0616_S356_R2_001.fastq.gz	
MON0617	MON0617	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0617_S357_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0617_S357_R2_001.fastq.gz	
MON0618	MON0618	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0618_S358_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0618_S358_R2_001.fastq.gz	
MON0619	MON0619	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0619_S359_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0619_S359_R2_001.fastq.gz	
MON0620	MON0620	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0620_S360_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0620_S360_R2_001.fastq.gz	
MON0621	MON0621	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0621_S361_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0621_S361_R2_001.fastq.gz	
MON0622	MON0622	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0622_S362_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0622_S362_R2_001.fastq.gz	
MON0623	MON0623	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0623_S363_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0623_S363_R2_001.fastq.gz	
MON0624	MON0624	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0624_S364_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0624_S364_R2_001.fastq.gz	
MON0625	MON0625	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0625_S365_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0625_S365_R2_001.fastq.gz	
MON0626	MON0626	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0626_S366_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0626_S366_R2_001.fastq.gz	
MON0627	MON0627	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0627_S367_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0627_S367_R2_001.fastq.gz	
MON0628	MON0628	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0628_S368_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0628_S368_R2_001.fastq.gz	
MON0629	MON0629	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0629_S369_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0629_S369_R2_001.fastq.gz	
MON0630	MON0630	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0630_S370_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0630_S370_R2_001.fastq.gz	
MON0631	MON0631	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0631_S371_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0631_S371_R2_001.fastq.gz	
MON0632	MON0632	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0632_S372_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0632_S372_R2_001.fastq.gz	
MON0633	MON0633	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0633_S373_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0633_S373_R2_001.fastq.gz	
MON0633_1	MON0633_1	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0633_1_S374_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0633_1_S374_R2_001.fastq.gz	
MON0634*CONTAMINATED	MON0634*CONTAMINATED			
MON0634	MON0634	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0634_S376_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0634_S376_R2_001.fastq.gz	
MON0635	MON0635	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0635_S377_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0635_S377_R2_001.fastq.gz	
MON0636	MON0636	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0636_S378_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0636_S378_R2_001.fastq.gz	
MON0637	MON0637	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0637_S379_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0637_S379_R2_001.fastq.gz	
MON0638	MON0638	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0638_S380_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0638_S380_R2_001.fastq.gz	
MON0639	MON0639	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0639_S381_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0639_S381_R2_001.fastq.gz	
MON0640	MON0640	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0640_S382_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0640_S382_R2_001.fastq.gz	
MON0642	MON0642	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0642_S383_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0642_S383_R2_001.fastq.gz	
MON0643	MON0643	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0643_S384_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_2/A00548_0547_CTan_RSB_MN07/MON0643_S384_R2_001.fastq.gz	
MON0644	MON0644	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0644_S1_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0644_S1_R2_001.fastq.gz	
MON0645	MON0645	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0645_S2_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0645_S2_R2_001.fastq.gz	
MON0646	MON0646	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0646_S3_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0646_S3_R2_001.fastq.gz	
MON0647	MON0647	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0647_S4_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0647_S4_R2_001.fastq.gz	
MON0648	MON0648	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0648_S5_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0648_S5_R2_001.fastq.gz	
MON0649	MON0649	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0649_S6_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0649_S6_R2_001.fastq.gz	
MON0650	MON0650	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0650_S7_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0650_S7_R2_001.fastq.gz	
MON0651	MON0651	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0651_S8_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0651_S8_R2_001.fastq.gz	
MON0652	MON0652	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0652_S9_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0652_S9_R2_001.fastq.gz	
MON0653	MON0653	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0653_S10_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0653_S10_R2_001.fastq.gz	
MON0654	MON0654	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0654_S11_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0654_S11_R2_001.fastq.gz	
MON0655	MON0655	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0655_S12_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0655_S12_R2_001.fastq.gz	
MON0656	MON0656	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0656_S13_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0656_S13_R2_001.fastq.gz	
MON0657	MON0657	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0657_S14_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0657_S14_R2_001.fastq.gz	
MON0658	MON0658	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0658_S15_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0658_S15_R2_001.fastq.gz	
MON0659	MON0659	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0659_S16_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0659_S16_R2_001.fastq.gz	
MON0659_1	MON0659_1	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0659_1_S17_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0659_1_S17_R2_001.fastq.gz	
MON0660	MON0660	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0660_S18_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0660_S18_R2_001.fastq.gz	
MON0661	MON0661	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0661_S19_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0661_S19_R2_001.fastq.gz	
MON0662	MON0662	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0662_S20_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0662_S20_R2_001.fastq.gz	
MON0663	MON0663	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0663_S21_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0663_S21_R2_001.fastq.gz	
MON0664	MON0664	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0664_S22_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0664_S22_R2_001.fastq.gz	
MON0665	MON0665	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0665_S23_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0665_S23_R2_001.fastq.gz	
MON0666	MON0666	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0666_S24_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0666_S24_R2_001.fastq.gz	
MON0667	MON0667	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0667_S25_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0667_S25_R2_001.fastq.gz	
MON0668	MON0668	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0668_S26_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0668_S26_R2_001.fastq.gz	
MON0669	MON0669	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0669_S27_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0669_S27_R2_001.fastq.gz	
MON0670	MON0670	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0670_S28_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0670_S28_R2_001.fastq.gz	
MON0671	MON0671	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0671_S29_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_3/A00548_0548_CTan_RSB_MN08/MON0671_S29_R2_001.fastq.gz	
