sample	project	species	date	latitude	longitude	elevation	datum	location	collectors	population	seed	notes	percent_dieback	seed_amount
Acacia_acuminata_ANBG	AcaciaPan													
Acacia_dealbata	AcaciaPan													
Acacia_melanoxylon	AcaciaPan													
JJB3612b	NEng	Eucalyptus rubida	2018-12-27	-35.45677778	149.0111389			Tidbinbilla Road, 200 E of Geals Creek, 3 m S of road.				Gentle slope to more or less level. Light brown sandy clay loam on metasediments. Eucalyptus rubida shrubby woodland with Acacia dealbata, Kunzea ericoides, Hyericum perfoliatum. Single stemmed trees to 14 m tall. DBH 53+23 cm. Bark smooth from base, whitish to grey and pink.		
JJB3612a	NEng	Eucalyptus rubida	2018-12-27	-35.45677778	149.0111389			Tidbinbilla Road, 200 E of Geals Creek, 3 m S of road.				Gentle slope to more or less level. Light brown sandy clay loam on metasediments. Eucalyptus rubida shrubby woodland with Acacia dealbata, Kunzea ericoides, Hyericum perfoliatum. Single stemmed trees to 14 m tall. DBH 53+23 cm. Bark smooth from base, whitish to grey and pink.		
JJB3612	NEng	Eucalyptus rubida	2018-12-27	-35.45677778	149.0111389			Tidbinbilla Road, 200 E of Geals Creek, 3 m S of road.				Gentle slope to more or less level. Light brown sandy clay loam on metasediments. Eucalyptus rubida shrubby woodland with Acacia dealbata, Kunzea ericoides, Hyericum perfoliatum. Single stemmed trees to 14 m tall. DBH 53+23 cm. Bark smooth from base, whitish to grey and pink.		
JJB3612c	NEng	Eucalyptus rubida	2018-12-27	-35.45677778	149.0111389			Tidbinbilla Road, 200 E of Geals Creek, 3 m S of road.				Gentle slope to more or less level. Light brown sandy clay loam on metasediments. Eucalyptus rubida shrubby woodland with Acacia dealbata, Kunzea ericoides, Hyericum perfoliatum. Single stemmed trees to 14 m tall. DBH 53+23 cm. Bark smooth from base, whitish to grey and pink.		
DDA137a	NEng	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.						
DDA143b	NEng	Eucalyptus rubida	2019-11-04	-33.50472222	149.1322778			Carcoar road; east of Matthews lane and Tallwood road.						
DDA137b	NEng	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.						
DDA137e	NEng	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.						
DDA137c	NEng	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.						
DDA143a	NEng	Eucalyptus rubida	2019-11-04	-33.50472222	149.1322778			Carcoar road; east of Matthews lane and Tallwood road.						
DDA137f	NEng	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.						
JJB3612d	NEng	Eucalyptus rubida	2018-12-27	-35.45677778	149.0111389			Tidbinbilla Road, 200 E of Geals Creek, 3 m S of road.				Gentle slope to more or less level. Light brown sandy clay loam on metasediments. Eucalyptus rubida shrubby woodland with Acacia dealbata, Kunzea ericoides, Hyericum perfoliatum. Single stemmed trees to 14 m tall. DBH 53+23 cm. Bark smooth from base, whitish to grey and pink.		
DDA137	NEng	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.						
DDA140	NEng	Eucalyptus rubida	2019-11-04	-33.23511111	149.1326389			Ophir road, Orange.						
DDA141b	NEng	Eucalyptus rubida	2019-11-04	-33.21336111	149.1365			Ophir road, uphill from 3rd crossing of Summer hill creek.						
DDA139	NEng	Eucalyptus rubida	2019-11-04	-33.23475	149.1324444			Ophir road, Orange.						
DDA139a	NEng	Eucalyptus rubida	2019-11-04	-33.23475	149.1324444			Ophir road, Orange.						
DDA141	NEng	Eucalyptus rubida	2019-11-04	-33.21336111	149.1365			Ophir road, uphill from 3rd crossing of Summer hill creek.						
DDA141a	NEng	Eucalyptus rubida	2019-11-04	-33.21336111	149.1365			Ophir road, uphill from 3rd crossing of Summer hill creek.						
DDA142	NEng	Eucalyptus rubida	2019-11-04	-33.20727778	149.1305278			97 Cullya road, Summer hill creek.						
DDA45	NEng	Eucalyptus rubida	2019-01-10	-29.64213611	151.8210306			T.S.R. c.13.0km North East of Glen Innes on the New England Highway. Dundee 2370.				Shallow, wide roadside depression. Pale grey clay on Emmaville volcanics. Eucalyptus rubida subsp. barbigerorum grassy woodland with Chrysocephalum apiculatum sens. lat., Lespedeza juncea, Plantago sp., Sorghum leiocladum, Themeda triandra. Tree to c. 10m. DBH  0.25m. Grey brown rough ribbony bark at base to c. 3.0m. White grey smooth bark above.		
DDA44	NEng	Eucalyptus rubida	2019-01-10	-29.64195833	151.8216583			T.S.R. c.13.0km North East of Glen Innes on the New England Highway. Dundee 2370.				End of shallow, wide roadside depression. Pale grey clay on Emmaville volcanics. Eucalyptus rubida subsp. barbigerorum grassy woodland with Chrysocephalum apiculatum sens. lat., Lespedeza juncea, Plantago sp.,  Sorghum leiocladum, Themeda triandra. Tree to c. 15m. DBH  0.51m. Grey brown rough ribbony bark at base to c. 6.0m. White grey smooth bark above.		
DDA142a	NEng	Eucalyptus rubida	2019-11-04	-33.20727778	149.1305278			97 Cullya road, Summer hill creek.						
DDA43	NEng	Eucalyptus rubida	2019-01-10	-29.64183056	151.8218472			T.S.R. c.13.0km North East of Glen Innes on the New England Highway. Dundee 2370.				Shallow, wide roadside depression adjacent to culvert. Pale grey clay on Emmaville volcanics. Eucalyptus rubida subsp. barbigerorum grassy woodland with Chrysocephalum apiculatum sens. lat., Lespedeza juncea, Plantago sp., Sorghum leiocladum, Themeda triandra. Tree to c. 15m. Multi-stemmed from 1.0m. DBH  0.49m, 0.38m, 0.29m. Grey brown rough ribbony bark at base to c. 2.5m. White grey smooth bark above.		
DDA46	NEng	Eucalyptus rubida	2019-01-10	-29.64175556	151.82127500000001			T.S.R. c.13.0km North East of Glen Innes on the New England Highway. Dundee 2370.				Raised island within roadside depression adjacent to creek. Pale grey clay on Emmaville volcanics. Eucalyptus rubida subsp. barbigerorum layered woodland with Acacia filicifolia, Leptospermum polygalifolium, Rubus parvifolius, Carex appressa, Glyceria sp. Tree to c. 14.0m. Bifurcated at 0.3m. DBH 0.31m, 0.61m. Grey brown rough ribbony bark at base to c. 9.0m. White grey smooth bark above.		
DDA48	NEng	Eucalyptus rubida	2019-01-10	-29.64165278	151.822375			T.S.R. c.13.0km North East of Glen Innes on the New England Highway. Dundee 2370.				Roadside bank of shallow, wide roadside depression. Pale grey clay on Emmaville volcanics. Eucalyptus rubida subsp. barbigerorum grassy woodland with Acacia filicifolia, Leptospermum polygalifolium, Lespedeza juncea, Chrysocephalum apiculatum sens. lat., Plantago sp., Sorghum leiocladum, Themeda triandra. Tree to c. 12m. DBH  0.43m. Grey brown rough bark at base to c. 4.0m. White grey smooth bark above.		
DDA47	NEng	Eucalyptus rubida	2019-01-10	-29.64139722	151.822475			T.S.R. c.13.0km North East of Glen Innes on the New England Highway. Dundee 2370.				Bank on roadside depression. Pale grey clay on Emmaville volcanics. Eucalyptus rubida subsp. barbigerorum layered woodland with Acacia filicifolia, Leptospermum polygalifolium, Rubus parvifolius, Carex appressa, Glyceria sp. Tree to c. 14.5m. Bifurcated at 0.3m. DBH 0.44m, 0.51m. Grey brown rough ribbony bark at base to c. 7.0m. White grey smooth bark above.		
DDA142b	NEng	Eucalyptus rubida	2019-11-04	-33.20727778	149.1305278			97 Cullya road, Summer hill creek.						
DDA141c	NEng	Eucalyptus rubida	2019-11-04	-33.21336111	149.1365			Ophir road, uphill from 3rd crossing of Summer hill creek.						
DDA143	NEng	Eucalyptus rubida	2019-11-04	-33.50472222	149.1322778			Carcoar road; east of Matthews lane and Tallwood road.						
DDA143c	NEng	Eucalyptus rubida	2019-11-04	-33.50472222	149.1322778			Carcoar road; east of Matthews lane and Tallwood road.						
CCA1366	CCA	Eucalyptus viminalis subsp. cygnetensis		-34.82944444	135.6886111			South-west of Port Lincoln, Eyre peninsula, S.A.				elevation computed from api.geonames.org/astergdem		
CCA5060	CCA	Eucalyptus viminalis subsp. viminalis		-30.27416667	150.1647222			Mt Kapultar summit, Mount Kapultar National Park, New South Wales.				elevation computed from api.geonames.org/astergdem		
JJB3609a	NEng	Eucalyptus viminalis	2018-12-27	-35.45905556	148.8940556			Tidbinbilla Nature Reserve, 1.5 km from Tidbinbilla Reserve Road along Mountain Creek Road, 10 m S of road.				Moderate slope. Yellow brown clay loam on metasediments. Eucalyptus viminalis, E. radiata layered open forest with Leptospermum continentale, Lomatia myricoides, Acacia melanoxylon, Exocarpus cupressiformis, Cassinia, Bursaria, Pomaderris aspera, Hibbertia, Pteridium esculentum, Lomandra, Poa sieberiana. Single-stemmed tree at base, 11 m tall, DBH 28+17 cm. Bark persistent rough coarse ribbony to 1 m, then gum bark, cream to grey with brown ribbons.		
DDA149	NEng	Eucalyptus viminalis	2019-11-05	-33.32975	149.0829722			Gosling creek reserve, Orange.						
DDA136c	NEng	Eucalyptus viminalis	2019-11-04	-33.28083333	148.9901667			Akhurst road, near corner with Borenore road.						
DDA136a	NEng	Eucalyptus viminalis	2019-11-04	-33.28083333	148.9901667			Akhurst road, near corner with Borenore road.						
DDA136b	NEng	Eucalyptus viminalis	2019-11-04	-33.28083333	148.9901667			Akhurst road, near corner with Borenore road.						
DDA138a	NEng	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.						
DDA133	NEng	Eucalyptus viminalis	2019-11-04	-33.28452778	149.0148056			Roadside verge, 111 Nashdale lane, Nashdale.						
DDA126a	NEng	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.				a,b,c,d.		
DDA136	NEng	Eucalyptus viminalis	2019-11-04	-33.28083333	148.9901667			Akhurst road, near corner with Borenore road.						
DDA126b	NEng	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.				a,b,c,d.		
JJB3607	NEng	Eucalyptus viminalis	2018-12-27	-35.45930556	148.89775			Tidbinbilla Nature Reserve, 950 m from Tidbinbilla Reserve Road along Mountain Creek Road.				Roadside shelf above moderate slope. Yellow brown clay loam on metasediments. Eucalyptus viminalis, E. radiata layered open forest with Lomatia myricoides, Acacia dealbata, Exocarpus cupressiformis, Cassinia, Bursaria, Pomaderris aspera, Hibbertia, Pteridium esculentum, Lomandra, Poa sieberiana. Single-stemmed tree, 22 m tall, with branching c. 1 m from ground, DBH 101.5+14+11.5 cm. Bark persistent rough coarse ribbony to 1 m, then gum bark, cream to grey with yellow brown staining and brown ribbons.		
DDA126e	NEng	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.				a,b,c,d.		
DDA126c	NEng	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.				a,b,c,d.		
DDA126f	NEng	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.				a,b,c,d.		
DDA138	NEng	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.						
JJB3609	NEng	Eucalyptus viminalis	2018-12-27	-35.45905556	148.8940556			Tidbinbilla Nature Reserve, 1.5 km from Tidbinbilla Reserve Road along Mountain Creek Road, 10 m S of road.				Moderate slope. Yellow brown clay loam on metasediments. Eucalyptus viminalis, E. radiata layered open forest with Leptospermum continentale, Lomatia myricoides, Acacia melanoxylon, Exocarpus cupressiformis, Cassinia, Bursaria, Pomaderris aspera, Hibbertia, Pteridium esculentum, Lomandra, Poa sieberiana. Single-stemmed tree at base, 11 m tall, DBH 28+17 cm. Bark persistent rough coarse ribbony to 1 m, then gum bark, cream to grey with brown ribbons.		
DDA114	NEng	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.						
JJB3608	NEng	Eucalyptus viminalis	2018-12-27	-35.45880556	148.8961667			Tidbinbilla Nature Reserve, 1.1 km from Tidbinbilla Reserve Road along Mountain Creek Road.				Roadside shelf above moderate slope. Yellow brown clay loam on metasediments. Eucalyptus viminalis, E. radiata layered open forest with Lomatia myricoides, Acacia dealbata, Exocarpus cupressiformis, Cassinia, Bursaria, Pomaderris aspera, Hibbertia, Pteridium esculentum, Lomandra, Poa sieberiana. Single-stemmed tree, 17 m tall, DBH 65 cm. Bark persistent rough coarse ribbony to 1.5 m, then gum bark, cream to grey with brown ribbons.		
DDA67	NEng	Eucalyptus viminalis	2019-05-18	-30.48568333	151.6436417			University of New England, Armidale. c. 35.0m North of building C013.				Mid gentle slope. Fine dark brown silty clay on basalt. Mown parkland. Tree to c. 15.0m. Grey brown ribbony bark to c. 1.5m, grey white smooth gum bark above. DBH c.0.64m. Tree No.200466.		
DDA68	NEng	Eucalyptus viminalis	2019-05-18	-30.485675	151.6435306			University of New England, Armidale. c. 35.0m North of building C013.				Mid gentle slope. Fine dark brown silty clay on basalt. Mown parkland. Tree to c. 15.0m. Grey brown ribbony bark to c. 1.6m, grey white smooth gum bark above. Bifurcated trunk; DBH c.0.38m and 0.37m Tree No.200465.		
DDA65	NEng	Eucalyptus viminalis	2019-05-18	-30.48491389	151.6427972			University of New England, Armidale. c. 11.0m North of Ring road.				Mid - upper moderate slope. Fine dark brown silty clay on basalt. Eucalyptus viminalis, Angophora floribunda grassy woodland. Tree to c. 15.0m. Grey brown ribbony bark to c. 1.0m, grey white smooth gum bark above. DBH c.0.46m. Tree No.201823.		
DDA76	NEng	Eucalyptus viminalis	2019-05-25	-30.48475556	151.6442417			University of New England, Armidale. Northern ring road.				Gentle slope above carpark. Dark brown silty clay on basalt. Edge of Eucalyptus viminalis, Angophora floribunda grassy woodland. Bifurcated tree to c. 13.0m. Grey brown ribbony bark to c. 1.8m and 0.8m, grey white smooth gum bark above. DBH c.0.31m and 0.33m. No.2001818.		
DDA56	NEng	Eucalyptus viminalis	2019-05-13	-30.48395	151.6388944			University of New England, Armidale. c.20.0m North of building W070.				Mid slope. Fine dark brown silty clay on basalt. Open mown grass area. Tree to c. 17.0m. Grey brown ribbony bark to c. 3.0m, grey white smooth gum bark above. DBH c.1.08m. Tree ID No.201967.		
DDA73	NEng	Eucalyptus viminalis	2019-05-25	-30.48296111	151.6461944			University of New England, Armidale. On Clarks road, East of N019.				Roadside bank, moderate slope. Dark brown silty clay on basalt. Mown grassy area. Tree to c. 13.0m. Grey brown ribbony bark to c. 5.0m, grey white smooth gum bark above. DBH c.0.87m. No.201647.		
JJB3610	NEng	Eucalyptus viminalis	2018-12-27	-35.45838889	148.8918056			Tidbinbilla Nature Reserve, 140 m NW from junction with Ashbrook Rd Firetrail along Mountain Creek Road, 3 m N of road.				Gentle slope. Yellow brown clay loam on metasediments. Eucalyptus viminalis, E. radiata layered open forest with Lomatia myricoides, Acacia melanoxylon, A. dealbata, Pomaderris aspera, Leptospermum continale, Coprosma quadrifida, Lomandra, Poa sieberiana. Single-stemmed tree to 20 m tall, DBH 79 cm. Coarse rough dark brown bark to c. 2 m, then cream gum bark with brown ribbons.		
DDA138c	NEng	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.						
DDA138f	NEng	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.						
DDA138b	NEng	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.						
DDA138e	NEng	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.						
JJB3611	NEng	Eucalyptus viminalis	2018-12-27	-35.45677778	148.8895278			Tidbinbilla Nature Reserve, end of Mountain Creek Road, inside loop and adjacent to car parking.				Gentle slope. Yellow brown clay loam on metasediments. Eucalyptus viminalis, E. fastigata, E. radiata layered open forest with Acacia dealbata, Exocarpos cupressiformis, Pomaderris aspera, Leptospermum continale, Olearia phlogopappa, Poa sieberiana, Pteridium esculentum. Single-stemmed tree to 19 m, crown damaged; DBH 112 cm. Rough bark patchy to 2 m, then gum barked, cream, aging to yellowish to grey with brown ribbony bark.		
DDA114d	NEng	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.						
DDA114a	NEng	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.						
DDA114c	NEng	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.						
DDA114b	NEng	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.						
DDA149a	NEng	Eucalyptus viminalis	2019-11-05	-33.32975	149.0829722			Gosling creek reserve, Orange.						
DDA149e	NEng	Eucalyptus viminalis	2019-11-05	-33.32975	149.0829722			Gosling creek reserve, Orange.						
DDA149b	NEng	Eucalyptus viminalis	2019-11-05	-33.32975	149.0829722			Gosling creek reserve, Orange.						
DDA149f	NEng	Eucalyptus viminalis	2019-11-05	-33.32975	149.0829722			Gosling creek reserve, Orange.						
DDA149c	NEng	Eucalyptus viminalis	2019-11-05	-33.32975	149.0829722			Gosling creek reserve, Orange.						
DDA114e	NEng	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.						
