sample	project	species	date	latitude	longitude	elevation	datum	location	collectors	population	seed	notes	percent_dieback	seed_amount
Acacia_acuminata_ANBG	AcaciaPan													
Acacia_dealbata	AcaciaPan													
Acacia_melanoxylon	AcaciaPan													
CCA3899	CCA	Eucalyptus radiata subsp. radiata		-35.44138889	149.9644444	689	WGS84	NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA3916	CCA	Eucalyptus saligna		-29.44944444	152.3686111	789	WGS84	Acsent to New England Tableland from Grafton on Gwydir Highway, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA3997	CCA	Eucalyptus gongylocarpa		-26.15305556	121.2747222	501	WGS84	Wiluna to Granite Peak road, near Camel Well, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA4557	CCA	Eucalyptus obesa		-33.10638889	118.5169444	358	WGS84	East of Lake Grace towards Newdegate, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA4706	CCA	Eucalyptus cinerea subsp. cinerea		-34.68388889	150.0516667	621	WGS84	NE of Marulan, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA4770	CCA	Eucalyptus tenuipes		-26.15277778	150.3372222	397	WGS84	Barakula State Forest scientific area, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA4776	CCA	Eucalyptus exserta		-28.79666667	150.7788889	333	WGS84	Nicholls Rd, Bebo State Forest, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA4821	CCA	Eucalyptus crebra		-21.99222222	148.5597222	218	WGS84	Fitzroy Development Rd, near Flora Range, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA4877	CCA	Eucalyptus fastigata		-36.03138889	149.5311111	1099	WGS84	NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA4913	CCA	Eucalyptus alba var. australasica		-12.37611111	134.6622222	7	WGS84	Near Blyth River on Ramingining to Maningrida road, Northern Territory.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA4939	CCA	Eucalyptus botryoides		-35.10277778	150.4072222	408	WGS84	Jerrawangala Lookout, Jerrawangala National Park, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA4957_rep1	CCA	Eucalyptus camaldulensis subsp. camaldulensis	2003-10-08	-34.78333333	137.6	54	WGS84	Gum Flat, just east of Minlaton on Stansbury road, Yorke Peninsula, South Australia.	Dean Nicolle			Tree to 15 metres tall. Bark smooth throughout, pale grey-tan over pale pink, cream and slightly butter yellow-cream. Leaves dull, blue-green. Growing in broad depression in open woodland on brown loam over limestone with Casuarina obesa?, Eucalyptus porosa and Melaleuca. AD; elevation computed from api.geonames.org/astergdem		
CCA4957_rep2	CCA	Eucalyptus camaldulensis subsp. camaldulensis	2003-10-08	-34.78333333	137.6	54	WGS84	Gum Flat, just east of Minlaton on Stansbury road, Yorke Peninsula, South Australia.	Dean Nicolle			Tree to 15 metres tall. Bark smooth throughout, pale grey-tan over pale pink, cream and slightly butter yellow-cream. Leaves dull, blue-green. Growing in broad depression in open woodland on brown loam over limestone with Casuarina obesa?, Eucalyptus porosa and Melaleuca. AD; elevation computed from api.geonames.org/astergdem		
CCA4957	CCA	Eucalyptus camaldulensis subsp. camaldulensis		-34.78333333	137.6	54	WGS84	Gum Flat, just east of Minlaton on Stansbury road, Yorke Peninsula, South Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA4960	CCA	Eucalyptus patens		-31.89083333	116.2491667	272	WGS84	Just off Great Eastern Highway, between The Lakes and Mundaring, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA5060	CCA	Eucalyptus viminalis subsp. viminalis		-30.27416667	150.1647222	1496	WGS84	Mt Kapultar summit, Mount Kapultar National Park, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA5180	CCA	Eucalyptus dives		-37.56777778	144.3669444	599	WGS84	Junction of Grassy Gully Track and Blackwood Ranges Track, Victoria.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA5319	CCA	Eucalyptus haemastoma		-33.18416667	151.6133333	31	WGS84	Cambell Drv, Munmorah State Conservation Area, New South Wales.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA5408	CCA	Eucalyptus chartaboma		-20.60694444	145.33	469	WGS84	Flinders Highway, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA5430	CCA	Eucalyptus camaldulensis subsp. minima		-32.59222222	139.5683333	285	WGS84	Yunta Creek, ca. 2 km S of Yunta on Spring Dam road, South Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA5558	CCA	Eucalyptus lirata		-16.47833333	126.2030556	562	WGS84	Track from Gibb River Road to new Mount Elizabeth Homestead, WA	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA5568	CCA	Eucalyptus microcodon		-28.23333333	153.3	586	WGS84	Daves Creek track, Lamington National Park, Queensland.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA5597	CCA	Eucalyptus regnans		-38.75888889	143.5975	226	WGS84	Between Apollo Bay and Maits Rest on Great Ocean Road, Victoria.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA5615	CCA	Corymbia ficifolia		-34.93777778	118.1980556	68	WGS84	Boulder Hill, S of Manypeaks, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA5616	CCA	Corymbia ficifolia		-34.93777778	118.1980556	68	WGS84	Boulder Hill, S of Manypeaks, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA5918	CCA	Eucalyptus baxteri		-39.02222222	146.3216667	33	WGS84	Lilly Pilly car park, Wilsons Promontory National Park, Victoria.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA5922	CCA	Eucalyptus guilfoylei		-34.91055556	116.6888889	103	WGS84	Between Walpole and Mt Frankland, N of Walpole, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA5926	CCA	Corymbia tessellaris							Dean Nicolle					
CCA5946	CCA	Eucalyptus pauciflora subsp. parvifructa		-37.29527778	142.6025	1133	WGS84	Mt William summit, Grampians National Park, Victoria.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA5976	CCA	Eucalyptus marginata subsp. marginata		-32.66472222	118.3258333	286	WGS84	Jilakin Rock picnic area, E of Kulin, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA6033	CCA	Eucalyptus cosmophylla		-35.095	138.6497222	323	WGS84	Frith Rd, north-east of Clarendon, South Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA6041	CCA	Eucalyptus jucunda		-27.62611111	114.3647222	181	WGS84	Road to Nature's Window, Kalbarri National Park, Western Australia.	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA6869	CCA	Eucalyptus melliodora x Eucalyptus sideroxylon		-33.91777778	145.9430556	152	WGS84	East of Goolgowi, Mid Western Highway, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA6870	CCA	Eucalyptus melliodora x Eucalyptus sideroxylon		-33.91777778	145.9430556	152	WGS84	East of Goolgowi, Mid Western Highway, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
CCA6871	CCA	Eucalyptus melliodora x Eucalyptus sideroxylon		-33.91777778	145.9430556	152	WGS84	East of Goolgowi, Mid Western Highway, NSW	Dean Nicolle			elevation computed from api.geonames.org/astergdem		
EmelCSIRO	CCA	Eucalyptus melliodora		-35.2753382	149.1153358	562	WGS84	CSIRO/ANU Gate near Burton & Garran Hall, ANU Acton Campus	Ash Jones & Kevin Murray			Old remnant Emel at gate between CSIRO main building and carpark between Bruce/B&G halls across daley road from Gould building; elevation computed from api.geonames.org/astergdem		
CCA0478	CCA	Eucalyptus flindersii						Devils Peak, SA	Dean Nicolle					
CCA0499	CCA	Eucalyptus lucasii		-26.59111111	120.1163889			Wiluna, WA	Dean Nicolle					
CCA0572_rep1	CCA	Eucalyptus sparsa		-27.00944444	132.5155556			Everard Ranges, SA	Dean Nicolle					
CCA0572_rep2	CCA	Eucalyptus sparsa		-27.00944444	132.5155556			Everard Ranges, SA	Dean Nicolle					
CCA0651	CCA	Eucalyptus intertexta		-27.03888889	132.5486111			Everard Ranges, SA	Dean Nicolle					
CCA0709	CCA	Eucalyptus caleyi subsp. caleyi		-32.40361111	150.2280556			Bylong, NSW	Dean Nicolle					
CCA0713	CCA	Eucalyptus polybractea		-33.89222222	147.0733333			West Wyalong, NSW	Dean Nicolle					
CCA0742	CCA	Eucalyptus morrisii		-31.54083333	146.2797222			Mt Boppy, NSW	Dean Nicolle					
CCA0749	CCA	Eucalyptus tereticornis subsp. tereticornis		-24.11138889	151.4316667			Bororen, Qld	Dean Nicolle					
CCA0762	CCA	Eucalyptus dealbata		-29.74583333	151.5605556			Inverell, NSW	Dean Nicolle					
CCA0783	CCA	Eucalyptus elegans		-27.11666667	150.6933333			Kogan, Qld	Dean Nicolle					
CCA0786	CCA	Eucalyptus argophloia		-26.63111111	150.7347222			Burncluith, Qld	Dean Nicolle					
CCA0804_rep1	CCA	Eucalyptus amplifolia subsp. sessiliflora		-29.07972222	152.0044444			Tenterfield, NSW	Dean Nicolle					
CCA0804_rep2	CCA	Eucalyptus amplifolia subsp. sessiliflora		-29.07972222	152.0044444			Tenterfield, NSW	Dean Nicolle					
CCA0807_rep1	CCA	Eucalyptus sideroxylon		-28.90083333	151.9077778			Wallangarra, Qld	Dean Nicolle					
CCA0807_rep2	CCA	Eucalyptus sideroxylon		-28.90083333	151.9077778			Wallangarra, Qld	Dean Nicolle					
CCA0823	CCA	Eucalyptus\xa0fibrosa\xa0subsp.\xa0nubilis		-27.05611111	150.5094444			Tara, Qld	Dean Nicolle					
CCA0835	CCA	Eucalyptus amplifolia subsp. amplifolia		-35.09472222	150.1155556			Nerriga, NSW	Dean Nicolle					
CCA0841	CCA	Eucalyptus dura		-26.35166667	150.8558333			Barakula State Forest, Qld	Dean Nicolle					
CCA0858	CCA	Eucalyptus siderophloia		-26.13555556	152.5805556			Gympie, Qld	Dean Nicolle					
CCA0859	CCA	Eucalyptus cambageana		-24.70666667	150.0144444			Moura, Qld	Dean Nicolle					
CCA0863	CCA	Eucalyptus orgadophila		-24.41027778	148.9005556			Rolleston, Qld	Dean Nicolle					
CCA0895	CCA	Eucalyptus parramattensis subsp. decadens		-32.78305556	151.8872222			Williamstown, NSW	Dean Nicolle					
CCA0923	CCA	Eucalyptus hallii		-25.17	152.3722222			Goodwood, Qld	Dean Nicolle					
CCA0927	CCA	Eucalyptus ancophila		-30.81638889	152.8533333			Eungai Creek, NSW	Dean Nicolle					
CCA0949	CCA	Eucalyptus vicina		-31.55111111	146.6913889			Hermidale, NSW	Dean Nicolle					
CCA0956	CCA	Eucalyptus interstans		-28.92888889	152.3938889			Drake, NSW	Dean Nicolle					
CCA0980	CCA	Eucalyptus paniculata		-32.24861111	152.1916667			Bulahdelah, NSW	Dean Nicolle					
CCA1033	CCA	Eucalyptus victrix		-24.01777778	113.4880556			Lake Macleod, WA	Dean Nicolle					
CCA1130	CCA	Eucalyptus normantonensis		-23.63583333	132.5672222			MacDonnell Ranges, NT	Dean Nicolle					
CCA1139	CCA	Eucalyptus largiflorens		-34.01333333	141.9258333			Wentworth, NSW	Dean Nicolle					
CCA1184	CCA	Eucalyptus absita		-30.43694444	115.5755556			Badgingarra, WA	Dean Nicolle					
CCA1342	CCA	Eucalyptus petiolaris		-34.48583333	135.8575			Koppio Hills, SA	Dean Nicolle					
CCA1372	CCA	Eucalyptus fergusonii subsp. dorsiventralis		-32.87083333	151.0208333			Wollombi, NSW	Dean Nicolle					
CCA1419	CCA	Eucalyptus ochrophloia		-26.50416667	146.0819444			Charleville, Qld	Dean Nicolle					
CCA1435	CCA	Eucalyptus aenea		-32.29277778	150.4111111			Gungal, NSW	Dean Nicolle					
CCA1496	CCA	Eucalyptus melanophloia subsp. nana		-20.88	139.4530556			Mount Isa, Qld	Dean Nicolle					
CCA1515	CCA	Eucalyptus ammophila		-23.56	145.7183333			Barcaldine, Qld	Dean Nicolle					
CCA1523	CCA	Eucalyptus wimmerensis		-36.06527778	140.7336111			Bordertown, SA	Dean Nicolle					
CCA1557	CCA	Eucalyptus sicilifolia		-24.08305556	148.0752778			Springsure, Qld	Dean Nicolle					
CCA1563	CCA	Eucalyptus tholiformis		-24.39694444	147.3713889			Springsure, Qld	Dean Nicolle					
CCA1565	CCA	Eucalyptus suffulgens		-25.1925	149.9711111			Isla Gorge, Qld	Dean Nicolle					
CCA1574	CCA	Eucalyptus thozetiana		-23.61972222	146.2561111			Jericho, Qld	Dean Nicolle					
CCA1581	CCA	Eucalyptus tereticornis subsp. rotunda		-24.9075	148.0425			Carnarvon Range, Qld	Dean Nicolle					
CCA1587	CCA	Eucalyptus brownii		-20.55888889	145.3622222			Pentland, Qld	Dean Nicolle					
CCA1590_rep1	CCA	Eucalyptus corynodes		-25.46027778	150.3041667			Cracow, Qld	Dean Nicolle					
CCA1590_rep2	CCA	Eucalyptus corynodes		-25.46027778	150.3041667			Cracow, Qld	Dean Nicolle					
CCA1592	CCA	Eucalyptus exilipes		-20.71083333	145.2222222			White Mountains, Qld	Dean Nicolle					
CCA1598	CCA	Eucalyptus decorticans		-25.38083333	151.1505556			Eidsvold, Qld	Dean Nicolle					
CCA1605	CCA	Eucalyptus persistens		-20.66111111	145.2541667			White Mountains, Qld	Dean Nicolle					
CCA1620	CCA	Eucalyptus atrata		-17.38694444	145.3322222			Herberton, Qld	Dean Nicolle					
CCA1635	CCA	Eucalyptus chloroclada		-28.30027778	151.925			Warwick, Qld	Dean Nicolle					
CCA1643	CCA	Eucalyptus lockyeri		-17.58861111	145.4647222			Ravenshoe, Qld	Dean Nicolle					
CCA1670	CCA	Eucalyptus insulana		-17.09611111	145.5294444			Walkamin, Qld	Dean Nicolle					
CCA1676	CCA	Eucalyptus cullenii		-15.96166667	144.8319444			Lakeland, Qld	Dean Nicolle					
CCA1684	CCA	Eucalyptus bancroftii		-29.90166667	153.0647222			Wells Crossing, NSW	Dean Nicolle					
CCA1692	CCA	Eucalyptus propinqua		-31.28305556	152.8136111			Telegraph Point, NSW	Dean Nicolle					
CCA2961	CCA	Eucalyptus fasciculosa		-36.28166667	139.7319444			Salt Creek, SA	Dean Nicolle					
CCA2978	CCA	Eucalyptus tricarpa		-38.45361111	144.11			Aireys Inlet, Vic	Dean Nicolle					
CCA3053	CCA	Eucalyptus polyanthemos subsp. vestita		-37.70138889	148.3283333			Orbost, Vic	Dean Nicolle					
CCA3065	CCA	Eucalyptus baueriana		-37.87777778	147.8541667			Metung, Vic	Dean Nicolle					
CCA3074	CCA	Eucalyptus parramattensis subsp. parramattensis		-34.21722222	150.5502778			Thirlmere, NSW	Dean Nicolle					
CCA3085	CCA	Eucalyptus beyeriana		-34.3125	150.5875			Bargo, NSW	Dean Nicolle					
CCA3108	CCA	Eucalyptus tereticornis subsp. mediana		-37.84444444	147.8522222			Metung, Vic	Dean Nicolle					
CCA3118	CCA	Eucalyptus leucoxylon subsp. pruinosa		-36.82638889	139.9202778			Kingston SE, SA	Dean Nicolle					
CCA3154	CCA	Eucalyptus rhombica		-28.12861111	151.5155556			Karara, Qld	Dean Nicolle					
CCA3160	CCA	Eucalyptus virens		-25.19972222	147.9361111			Carnarvon Range, Qld	Dean Nicolle					
CCA3180	CCA	Eucalyptus taurina		-27.52666667	152.1561111			Helidon Hills, Qld	Dean Nicolle					
CCA3184	CCA	Eucalyptus melanoleuca		-26.78666667	151.9575			Yarraman, Qld	Dean Nicolle					
CCA3190	CCA	Eucalyptus ophitica		-29.29388889	152.6363889			Baryulgil, NSW	Dean Nicolle					
CCA3199_rep1	CCA	Eucalyptus fracta		-32.76722222	151.2072222			Broken Back Range, NSW	Dean Nicolle					
CCA3199_rep2	CCA	Eucalyptus fracta		-32.76722222	151.2072222			Broken Back Range, NSW	Dean Nicolle					
CCA3209	CCA	Eucalyptus hypostomatica		-32.99666667	151.2616667			Paxton, NSW	Dean Nicolle					
CCA3228	CCA	Eucalyptus largeana		-32.16861111	151.8880556			Craven, NSW	Dean Nicolle					
CCA3238	CCA	Eucalyptus paedoglauca		-19.36083333	146.8083333			Mt Stuart, Qld	Dean Nicolle					
CCA3239	CCA	Eucalyptus glaucina		-32.565	151.6022222			Paterson, NSW	Dean Nicolle					
CCA3254	CCA	Eucalyptus seeana		-31.52444444	152.7925			Lake Cathie, NSW	Dean Nicolle					
CCA3315	CCA	Eucalyptus tardecidens		-16.37833333	144.7361111			Maitland Downs, Qld	Dean Nicolle					
CCA3325	CCA	Eucalyptus brassiana		-14.615	143.4511111			Coen, Qld	Dean Nicolle					
CCA3329	CCA	Eucalyptus staigeriana		-16.20277778	144.7519444			Maitland Downs, Qld	Dean Nicolle					
CCA3337	CCA	Eucalyptus shirleyi		-17.62444444	144.9852778			Lappa Junction, Qld	Dean Nicolle					
CCA3345	CCA	Eucalyptus decolor		-24.1975	151.2755556			Boynedale, Qld	Dean Nicolle					
CCA3409	CCA	Eucalyptus quadricostata		-20.48055556	145.3161111			Pentland, Qld	Dean Nicolle					
CCA3492	CCA	Eucalyptus camaldulensis subsp. acuta		-28.70333333	148.1691667			Dirranbandi, Qld	Dean Nicolle					
CCA3550_rep1	CCA	Eucalyptus lucens		-24	132.6508333			Mt Hermannsburg, NT	Dean Nicolle					
CCA3550_rep2	CCA	Eucalyptus lucens		-24	132.6508333			Mt Hermannsburg, NT	Dean Nicolle					
CCA3719	CCA	Eucalyptus petraea		-28.96388889	118.8672222			Diemals Station, WA	Dean Nicolle					
CCA3730_rep1	CCA	Eucalyptus populnea subsp. bimbil		-31.48694444	147.1097222			Nyngan, NSW	Dean Nicolle					
CCA3730_rep2	CCA	Eucalyptus populnea subsp. bimbil		-31.48694444	147.1097222			Nyngan, NSW	Dean Nicolle					
CCA3778	CCA	Eucalyptus odorata		-36.34916667	140.9977778			Serviceton, Vic	Dean Nicolle					
CCA3788	CCA	Eucalyptus froggattii		-36.67888889	141.7355556			Mitre, Vic	Dean Nicolle					
CCA3826	CCA	Eucalyptus leucoxylon subsp. stephaniae		-36.55888889	141.6511111			Little Desert, Vic	Dean Nicolle					
CCA3845	CCA	Eucalyptus caleyi subsp. ovendenii		-29.09666667	151.7163889			Gibraltar Rock, NSW	Dean Nicolle					
CCA3849	CCA	Eucalyptus exserta		-28.49055556	151.4513889			Inglewood, Qld	Dean Nicolle					
CCA3862	CCA	Eucalyptus tereticornis subsp. basaltica		-27.45388889	152.2027778			Crows Nest, Qld	Dean Nicolle					
CCA3872	CCA	Eucalyptus scopulorum		-29.6125	152.2027778			Peregrine Point, NSW	Dean Nicolle					
CCA3877	CCA	Eucalyptus bosistoana		-36.17833333	149.7972222			Nerrigundah, NSW	Dean Nicolle					
CCA3910	CCA	Eucalyptus rummeryi		-28.93305556	152.705			Mallanganee, NSW	Dean Nicolle					
CCA3926	CCA	Eucalyptus fergusonii subsp. fergusonii		-32.64027778	151.9897222			Karuah, NSW	Dean Nicolle					
CCA3929	CCA	Eucalyptus rudderi		-32.04388889	152.3691667			Taree, NSW	Dean Nicolle					
CCA3942	CCA	Eucalyptus tetrapleura		-29.90166667	153.0647222			Wells Crossing, NSW	Dean Nicolle					
CCA4007	CCA	Eucalyptus rowleyi		-22.53694444	121.4902778			Rudall 2, WA	Dean Nicolle					
CCA4009	CCA	Eucalyptus aridimontana		-22.72138889	117.7602778			Mt Nameless, WA	Dean Nicolle					
CCA4019	CCA	Eucalyptus nudicaulis		-20.56638889	139.4777778			Mt Isa, Qld	Dean Nicolle					
CCA4142	CCA	Eucalyptus blakelyi		-36.29861111	146.1644444			Warby Range Vic	Dean Nicolle					
CCA4229	CCA	Eucalyptus albopurpurea		-34.83305556	135.7330556			Sleaford, SA	Dean Nicolle					
CCA4659	CCA	Eucalyptus cuprea		-27.74833333	114.675			Murchison River, WA	Dean Nicolle					
CCA4679	CCA	Eucalyptus behriana		-34.46166667	135.6891667			Edillilie, SA	Dean Nicolle					
CCA4854	CCA	Eucalyptus camaldulensis subsp. obtusa		-15.87083333	127.3513889			Durack River, WA	Dean Nicolle					
CCA4871	CCA	Eucalyptus camaldulensis subsp. refulgens		-20.92583333	119.7852778			Coongan River, WA	Dean Nicolle					
CCA4902	CCA	Eucalyptus viridis						Durakai State Forest, Qld	Dean Nicolle					
CCA5487	CCA	Eucalyptus x castrensis						Pokolbin, NSW	Dean Nicolle					
DDA100	NEng	Eucalyptus dalrympleana	2019-08-06	-30.48669444	151.7590194	1013		'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.	D.D. Andrew			Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.		
DDA100a	NEng	Eucalyptus dalrympleana	2019-08-06	-30.48669444	151.7590194	1013		'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.	D.D. Andrew			Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.		
DDA100c	NEng	Eucalyptus dalrympleana	2019-08-06	-30.48669444	151.7590194	1013		'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.	D.D. Andrew			Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.		
DDA100d	NEng	Eucalyptus dalrympleana	2019-08-06	-30.48669444	151.7590194	1013		'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.	D.D. Andrew			Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.		
DDA100f	NEng	Eucalyptus dalrympleana	2019-08-06	-30.48669444	151.7590194	1013		'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.	D.D. Andrew			Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.		
DDA100g	NEng	Eucalyptus dalrympleana	2019-08-06	-30.48669444	151.7590194	1013		'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.	D.D. Andrew			Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.		
DDA114	NEng	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.	D.D. Andrew J.J. Bruhl, R.L. Andrew					
DDA114a	NEng	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.	D.D. Andrew J.J. Bruhl, R.L. Andrew					
DDA114b	NEng	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.	D.D. Andrew J.J. Bruhl, R.L. Andrew					
DDA114c	NEng	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.	D.D. Andrew J.J. Bruhl, R.L. Andrew					
DDA114d	NEng	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.	D.D. Andrew J.J. Bruhl, R.L. Andrew					
DDA114e	NEng	Eucalyptus viminalis	2019-11-02	-32.75272222	150.07375			Cox's creek road, Rylston.	D.D. Andrew J.J. Bruhl, R.L. Andrew					
DDA117	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35625	148.9599722			Gum ridge trail, Mt Canobolas.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew			a - n.		
DDA117a	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35625	148.9599722			Gum ridge trail, Mt Canobolas.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew			a - n.		
DDA117d	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35625	148.9599722			Gum ridge trail, Mt Canobolas.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew			a - n.		
DDA117f	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35625	148.9599722			Gum ridge trail, Mt Canobolas.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew			a - n.		
DDA117g	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35625	148.9599722			Gum ridge trail, Mt Canobolas.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew			a - n.		
DDA117j	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35625	148.9599722			Gum ridge trail, Mt Canobolas.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew			a - n.		
DDA120	NEng	Eucalyptus canobolensis	2019-11-03	-33.35497222	148.9598056			Gum ridge trail, Mt Canobolas.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd			a.		
DDA120b	NEng	Eucalyptus canobolensis	2019-11-03	-33.35497222	148.9598056			Gum ridge trail, Mt Canobolas.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd			a.		
DDA120d	NEng	Eucalyptus canobolensis	2019-11-03	-33.35497222	148.9598056			Gum ridge trail, Mt Canobolas.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd			a.		
DDA120f	NEng	Eucalyptus canobolensis	2019-11-03	-33.35497222	148.9598056			Gum ridge trail, Mt Canobolas.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd			a.		
DDA120g	NEng	Eucalyptus canobolensis	2019-11-03	-33.35497222	148.9598056			Gum ridge trail, Mt Canobolas.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd			a.		
DDA120h	NEng	Eucalyptus canobolensis	2019-11-03	-33.35497222	148.9598056			Gum ridge trail, Mt Canobolas.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd			a.		
DDA121	NEng	Eucalyptus canobolensis	2019-11-03	-33.35408333	148.9593333			Gum ridge trail, Mt Canobolas.	D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd					
DDA122	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35955556	148.9733056			c. 350m west from Mt Towac track, Mt Canobolas.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA122a	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35955556	148.9733056			c. 350m west from Mt Towac track, Mt Canobolas.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA122b	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35955556	148.9733056			c. 350m west from Mt Towac track, Mt Canobolas.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
